trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1553,False,"{'a': 0.95, 'e': 4.1437305139777665e-07}",20,8,22.873076923900182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.95, 'e': 4.138400871414795e-07}",20,10,19.394310792719136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.95, 'e': 4.1330815046772535e-07}",25,11,26.709368724318878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.95, 'e': 4.127772387365681e-07}",20,12,11.826441506640625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.95, 'e': 4.122473493165341e-07}",20,10,18.00204009403457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.95, 'e': 4.1171847958458924e-07}",20,12,15.912176771199992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.95, 'e': 4.1119062692610687e-07}",20,8,23.68925999200298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.95, 'e': 4.106637887348352e-07}",20,16,6.3691031930255155,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.95, 'e': 4.101379624128654e-07}",20,8,23.132759306900596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.95, 'e': 4.0961314537059936e-07}",30,16,24.968167849085532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.95, 'e': 4.0908933502671774e-07}",20,16,8.681257522867945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.95, 'e': 4.0856652880814854e-07}",25,13,24.29244294797681,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.95, 'e': 4.080447241500352e-07}",30,21,15.818374173335506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.95, 'e': 4.075239184957053e-07}",20,10,16.841817567418023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.95, 'e': 4.070041092966393e-07}",20,10,17.574383743221247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.95, 'e': 4.0648529401243906e-07}",20,0,32.1064267481928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1569,False,"{'a': 0.95, 'e': 4.0596747011079727e-07}",30,14,29.085402782167403,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.95, 'e': 4.0545063506746596e-07}",20,16,7.456563274351908,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.95, 'e': 4.0493478636622635e-07}",30,12,33.7093754261617,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.95, 'e': 4.044199214988579e-07}",25,15,14.63249660417597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.95, 'e': 4.0390603796510764e-07}",25,16,14.206616624678528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.95, 'e': 4.033931332726603e-07}",25,15,17.416151119376433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.95, 'e': 4.0288120493710775e-07}",25,20,11.338475336727393,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.95, 'e': 4.0237025048191884e-07}",25,18,11.76753640949567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.95, 'e': 4.0186026743840984e-07}",20,16,5.5001654561787925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.95, 'e': 4.013512533457142e-07}",25,14,18.926182181849107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.95, 'e': 4.008432057507532e-07}",30,18,21.04434626239108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.95, 'e': 4.00336122208206e-07}",20,8,18.74225140402223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.95, 'e': 3.998300002804807e-07}",20,12,14.032628437754845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.95, 'e': 3.993248375376848e-07}",30,12,33.68698839666644,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.95, 'e': 3.9882063155759573e-07}",25,10,30.29063526439332,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.95, 'e': 3.983173799256326e-07}",20,3,23.36081024039232,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.95, 'e': 3.9781508023482627e-07}",20,14,11.504758859291988,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.95, 'e': 3.9731373008579155e-07}",25,8,33.62892069532409,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.95, 'e': 3.9681332708669797e-07}",20,15,9.922249681137869,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.95, 'e': 3.9631386885324126e-07}",25,12,24.497771742125593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.95, 'e': 3.9581535300861526e-07}",20,13,12.803865183471386,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.95, 'e': 3.953177771834834e-07}",25,12,20.752740536845877,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1591,False,"{'a': 0.95, 'e': 3.948211390159505e-07}",25,11,13.470060468867128,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1592,False,"{'a': 0.95, 'e': 3.9432543615153517e-07}",20,2,32.013995825054614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.95, 'e': 3.9383066624314113e-07}",20,12,14.803460481956286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.95, 'e': 3.9333682695103036e-07}",20,13,15.025423179931149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.95, 'e': 3.9284391594279445e-07}",20,1,30.181601242906016,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.95, 'e': 3.92351930893328e-07}",20,7,22.933459550904857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.95, 'e': 3.9186086948480073e-07}",20,14,12.297521388646398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.95, 'e': 3.913707294066299e-07}",20,13,14.545404783531145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.95, 'e': 3.908815083554538e-07}",25,14,19.580030028456438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.95, 'e': 3.9039320403510414e-07}",20,11,12.71730558565718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.95, 'e': 3.899058141565794e-07}",20,8,19.426593923491783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.95, 'e': 3.8941933643801797e-07}",20,7,22.307273919707534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.95, 'e': 3.8893376860467113e-07}",20,15,9.056043832857787,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.95, 'e': 3.8844910838887707e-07}",25,14,21.389415960196406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.95, 'e': 3.879653535300337e-07}",30,17,27.2083192109239,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.95, 'e': 3.87482501774573e-07}",20,6,26.148233249215938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.95, 'e': 3.870005508759342e-07}",20,6,26.83520225072662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1608,False,"{'a': 0.95, 'e': 3.865194985945378e-07}",30,18,21.96478137215114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.95, 'e': 3.8603934269775994e-07}",20,8,21.726841180339935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.95, 'e': 3.855600809599058e-07}",25,13,22.385617550686966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.95, 'e': 3.850817111621845e-07}",20,11,16.28977841115403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.95, 'e': 3.8460423109268297e-07}",20,4,30.156817609236708,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.95, 'e': 3.841276385463404e-07}",25,0,35.11697814671149,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1614,False,"{'a': 0.95, 'e': 3.8365193132492315e-07}",20,13,12.461404242135455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.95, 'e': 3.83177107236999e-07}",25,12,29.162377236772617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.95, 'e': 3.82703164097912e-07}",25,10,25.30668072850965,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.95, 'e': 3.822300997297576e-07}",25,12,15.695689029576766,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.95, 'e': 3.8175791196135724e-07}",35,22,27.093424238421438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.95, 'e': 3.812865986282338e-07}",30,19,19.32670712215417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.95, 'e': 3.808161575725864e-07}",25,10,26.196994400432658,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.95, 'e': 3.803465866432662e-07}",20,8,21.567280380331688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.95, 'e': 3.798778836957514e-07}",25,8,-13.268508591895941,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1623,False,"{'a': 0.95, 'e': 3.794100465921228e-07}",20,10,18.510595509646908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.95, 'e': 3.789430732010398e-07}",30,12,33.42515690938214,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.95, 'e': 3.784769613977154e-07}",20,8,19.128909202166973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.95, 'e': 3.780117090638929e-07}",25,12,22.49331126828699,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.95, 'e': 3.7754731408782126e-07}",30,22,16.341446079247177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.95, 'e': 3.7708377436423107e-07}",20,16,5.53779081846074,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.95, 'e': 3.766210877943113e-07}",25,18,14.008222867839157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.95, 'e': 3.7615925228568467e-07}",25,13,22.320647975119247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.95, 'e': 3.7569826575238487e-07}",20,7,24.219687083950806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.95, 'e': 3.7523812611483246e-07}",25,13,19.13145524504925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.95, 'e': 3.747788312998115e-07}",20,12,15.422073993710946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.95, 'e': 3.743203792404463e-07}",20,9,18.148456339557438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.95, 'e': 3.7386276787617815e-07}",25,15,19.35242012354969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.95, 'e': 3.7340599515274205e-07}",20,7,18.317944922440624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.95, 'e': 3.72950059022144e-07}",20,6,26.147851558246877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.95, 'e': 3.7249495744263735e-07}",25,18,12.927814902009196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.95, 'e': 3.7204068837870086e-07}",20,0,30.57047163902123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1640,False,"{'a': 0.95, 'e': 3.71587249801015e-07}",25,17,15.168759877646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.95, 'e': 3.7113463968644017e-07}",35,27,13.492913438852781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.95, 'e': 3.7068285601799354e-07}",20,12,16.589017641172585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.95, 'e': 3.702318967848266e-07}",20,10,16.252253934930362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.95, 'e': 3.6978175998220315e-07}",30,7,40.011665685842715,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.95, 'e': 3.693324436114767e-07}",20,16,8.215886554491199,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.95, 'e': 3.688839456800683e-07}",35,26,19.104125569910032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.95, 'e': 3.684362642014449e-07}",25,16,17.257745960934752,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.95, 'e': 3.679893971950965e-07}",25,16,16.057896446076906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.95, 'e': 3.675433426865151e-07}",25,13,20.354609124713775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.95, 'e': 3.670980987071723e-07}",25,2,36.05093020247609,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.95, 'e': 3.666536632944979e-07}",25,16,19.666079888601054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.95, 'e': 3.6621003449185833e-07}",25,15,18.352238015730435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.95, 'e': 3.6576721034853465e-07}",20,14,12.144278827415697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.95, 'e': 3.6532518891970167e-07}",20,12,16.906532879051326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.95, 'e': 3.6488396826640617e-07}",20,12,12.993226096827344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.95, 'e': 3.6444354645554596e-07}",25,7,31.31881946405007,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.95, 'e': 3.6400392155984856e-07}",20,15,11.001572528441946,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.95, 'e': 3.635650916578499e-07}",25,17,18.017990150601012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.95, 'e': 3.6312705483387387e-07}",20,6,24.405315923472568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.95, 'e': 3.626898091780107e-07}",30,21,19.69658536349186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.95, 'e': 3.6225335278609686e-07}",20,8,25.698928249656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.95, 'e': 3.6181768375969385e-07}",20,14,11.044731566433693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.95, 'e': 3.613828002060677e-07}",30,15,28.55779957188076,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.95, 'e': 3.609487002381684e-07}",25,19,11.300091227699152,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.95, 'e': 3.605153819746094e-07}",25,11,26.7020574955538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.95, 'e': 3.6008284353964747e-07}",25,14,22.083532893852986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.95, 'e': 3.5965108306316196e-07}",25,15,16.922659263635467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.95, 'e': 3.5922009868063485e-07}",25,17,14.971633168396519,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.95, 'e': 3.587898885331308e-07}",25,18,13.748638008105177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.95, 'e': 3.583604507672766e-07}",25,11,27.292986435633445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.95, 'e': 3.5793178353524175e-07}",30,20,18.85476743173507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.95, 'e': 3.5750388499471825e-07}",20,7,22.095398501115604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.95, 'e': 3.5707675330890084e-07}",35,17,31.929578932226637,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.95, 'e': 3.5665038664646743e-07}",20,14,11.489293042279119,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.95, 'e': 3.562247831815593e-07}",25,11,28.40494914722528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.95, 'e': 3.557999410937617e-07}",35,18,29.01934184046647,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.95, 'e': 3.553758585680844e-07}",30,20,20.8032899298286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.95, 'e': 3.5495253379494197e-07}",20,0,28.047548852663535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1679,False,"{'a': 0.95, 'e': 3.5452996497013507e-07}",20,11,17.285667956623836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.95, 'e': 3.5410815029483046e-07}",30,15,29.241459884951553,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.95, 'e': 3.536870879755427e-07}",20,6,29.34763904239093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.95, 'e': 3.5326677622411443e-07}",20,8,23.217332478302026,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.95, 'e': 3.528472132576977e-07}",35,23,22.924304601220516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.95, 'e': 3.52428397298735e-07}",30,16,24.633469992925704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.95, 'e': 3.520103265749404e-07}",35,16,31.858750017305514,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.95, 'e': 3.5159299931928077e-07}",25,12,22.639094500334565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.95, 'e': 3.511764137699573e-07}",20,6,26.72600379496019,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.95, 'e': 3.5076056817038655e-07}",25,8,32.94259969279507,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.95, 'e': 3.503454607691824e-07}",35,1,49.491942370713765,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.95, 'e': 3.4993108982013715e-07}",25,15,20.428309554482563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.95, 'e': 3.495174535822035e-07}",25,17,14.001608417916032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.95, 'e': 3.4910455031947606e-07}",25,3,38.32630200080172,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.95, 'e': 3.486923783011732e-07}",25,20,8.900706025323913,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.95, 'e': 3.482809358016189e-07}",20,13,13.346797132030105,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.95, 'e': 3.478702211002248e-07}",30,20,16.828799761139702,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.95, 'e': 3.47460232481472e-07}",25,7,31.59462562960412,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.95, 'e': 3.470509682348934e-07}",25,19,10.689328452021055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.95, 'e': 3.466424266550555e-07}",20,14,10.069959859268875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.95, 'e': 3.4623460604154117e-07}",20,10,20.54116262749086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.95, 'e': 3.458275046989312e-07}",20,16,6.890134398198236,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.95, 'e': 3.454211209367876e-07}",25,11,26.474917909230967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.95, 'e': 3.450154530696353e-07}",35,23,24.125653889726806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.95, 'e': 3.4461049941694484e-07}",30,24,11.951689209428421,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.95, 'e': 3.4420625830311547e-07}",20,6,21.91450217610563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.95, 'e': 3.43802728057457e-07}",20,12,14.81787109403128,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.95, 'e': 3.4339990701417314e-07}",30,16,26.5554681499506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.95, 'e': 3.429977935123442e-07}",25,19,11.981646605433365,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.95, 'e': 3.4259638589590974e-07}",30,13,34.17629277947361,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.95, 'e': 3.421956825136518e-07}",20,7,24.316954411904586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.95, 'e': 3.4179568171917757e-07}",25,18,11.078254392854936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.95, 'e': 3.41396381870903e-07}",20,15,8.171359572535778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.95, 'e': 3.4099778133203553e-07}",20,16,6.038160141292951,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.95, 'e': 3.4059987847055735e-07}",20,6,27.521616795604857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.95, 'e': 3.4020267165920894e-07}",25,12,28.851039364486184,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.95, 'e': 3.398061592754721e-07}",20,0,33.94004533218388,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1716,False,"{'a': 0.95, 'e': 3.3941033970155377e-07}",20,11,17.294580085484608,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.95, 'e': 3.390152113243692e-07}",20,8,17.018495083821882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.95, 'e': 3.386207725355256e-07}",20,14,10.649533732448116,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.95, 'e': 3.3822702173130604e-07}",20,10,18.76604789113209,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.95, 'e': 3.3783395731265247e-07}",25,14,18.856801420612797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.95, 'e': 3.3744157768515043e-07}",30,12,30.83015608923163,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.95, 'e': 3.370498812590121e-07}",30,18,22.430046681460325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.95, 'e': 3.3665886644906046e-07}",30,19,23.50921942982035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.95, 'e': 3.3626853167471346e-07}",20,16,8.080224212053597,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.95, 'e': 3.358788753599677e-07}",20,13,10.83380682956189,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.95, 'e': 3.354898959333827e-07}",20,3,27.53552389319824,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.95, 'e': 3.3510159182806516e-07}",25,15,12.693703095113714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.95, 'e': 3.347139614816528e-07}",20,13,11.082940506926967,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.95, 'e': 3.3432700333629933e-07}",25,0,40.01665461429395,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
